TCS #, Main , Midblock Route , Side 1 Route , Side 2 Route ,Activation Date,Latitude,Longitude,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
1180, FINCH AVE E ,, MIDLAND AVE ,,07/04/1976,43.803800000,-79.286290000,12-03-2016,24535,1891
1181, FINCH AVE E ,, GORDON BAKER RD , FINCH E 404 N RAMP ,10/11/1976,43.795092786,-79.341460710,12-06-2017,28085,136
1182, FINCH AVE E ,, 404 S FINCH RAMP ,,10/11/1976,43.794685853,-79.345865094,12-06-2017,26267,155
1183, FINCH AVE E ,, AU LARGE BLVD , SENECA HILL DR ,01/11/1977,43.793650000,-79.350420000,02-10-2009,27994,9709
1184, MORNINGSIDE AVE ,, CORONATION DR ,,10/13/1978,43.761906300,-79.183615300,10-22-2014,7032,296
1185, STEELES AVE E ,, TOWNSEND RD , STEELES AV E 404 S RAMP ,05/31/1978,43.811930000,-79.357620000,03-31-2010,25166,618
1186, FINCH AVE E ,, BRIDLETOWNE CRCL ,,06/16/1976,43.796000000,-79.319330000,12-06-2016,19531,920
1187, PHARMACY AVE ,, BRIAN AVE ,,12/13/1979,43.746205700,-79.305811500,07-28-2010,9199,689
1188, KINGSTON RD ,, MANSE RD ,,02/28/1978,43.774920000,-79.177960000,02-02-2012,18991,258
1189, KINGSTON RD ,, BEECHGROVE DR , PRIVATE ACCESS ,02/16/1978,43.776500000,-79.173610000,12-01-2011,18824,534
1190, STEELES AVE E ,, PHARMACY AVE , ESNA PARK DR ,09/19/1978,43.816870000,-79.336540000,02-06-2018,50332,884
1191, STEELES AVE E ,, WARDEN AVE ,,09/22/1978,43.819680000,-79.324420000,11-04-2013,41078,2125
1192, STEELES AVE E ,, KENNEDY RD ,,05/12/1975,43.823710000,-79.307050000,05-23-2015,36162,3170
1193, KINGSTON RD ,, CELESTE DR , PRIVATE ACCESS ,06/29/1979,43.757080000,-79.199290000,12-01-2009,20605,246
1194, BATHURST ST ,, BAINBRIDGE AVE , RAOUL WALLENBERG ,11/18/1977,43.750770000,-79.437330000,03-23-2015,17288,485
1195, ELLESMERE RD ,, MILITARY TRL ,,09/09/1975,43.786560000,-79.188420000,02-27-2016,9644,2498
1196, DUFFERIN ST ,, DOLOMITE DR , PRIVATE ACCESS ,12/30/1977,43.780870000,-79.469830000,11-30-2016,21972,318
1197, DUFFERIN ST ,, MARTIN ROSS AVE , PRIVATE ACCESS ,12/30/1977,43.775200000,-79.468450000,11-30-2016,33369,278
1198, ISLINGTON AVE ,, MILADY RD ,,10/18/1977,43.752280000,-79.568310000,06-03-2014,12616,191
1199, ISLINGTON AVE ,, MILLWICK DR , MUIR AVE ,10/19/1977,43.760050000,-79.571760000,04-29-2014,15248,244
1200, SHEPPARD AVE E ,, DORIS AVE ,,04/01/1978,43.762170000,-79.408250000,05-13-2013,22020,5683
1201, KINGSTON RD ,, PORT UNION RD , SHEPPARD AVE E ,07/06/1968,43.798970000,-79.146270000,01-27-2018,24307,245
1202, KINGSTON RD ,, 401 C E 2A W RAMP ,,05/02/1981,43.794830754,-79.152737542,12-12-2017,12030,62
1203, MARKHAM RD ,, MILNER AVE ,,10/21/1977,43.789580000,-79.237050000,03-29-2014,27266,398
1204, ISLINGTON AVE ,, DUNCANWOODS DR , ROWNTREE MILL RD ,10/18/1977,43.754740000,-79.568820000,04-29-2014,12551,255
1205, FINCH AVE E ,, KENNETH AVE ,,04/10/1978,43.780480000,-79.412310000,05-02-2013,17182,1914
1206, FINCH AVE W ,, TALBOT RD ,,08/24/1978,43.778160000,-79.422980000,10-30-2014,16970,933
1207, CARLINGVIEW DR ,, DISCO RD ,,02/13/1978,43.699780000,-79.601460000,12-10-2014,8605,24
1208, STEELES AVE W ,, ISLINGTON AVE ,,04/06/1976,43.764360000,-79.574800000,04-26-2014,25650,327
1209, STEELES AVE W ,, FENMAR DR , PINE VALLEY DR ,08/09/1978,43.766590000,-79.564820000,05-15-2012,29911,207
1210, KIPLING AVE ,, GREENSBORO DR , RONSON DR ,04/06/1976,43.702610000,-79.562340000,02-11-2014,12519,67
1211, KIPLING AVE ,, BETHRIDGE RD , PRIVATE ACCESS ,12/21/1977,43.709160000,-79.565500000,05-19-2015,15334,267
1212, MARTIN GROVE RD ,, RACINE RD ,,10/06/1976,43.716700000,-79.582400000,02-26-2014,11430,42
1213, JANE ST ,, DRIFTWOOD AVE , MILO PARK GT ,10/26/1977,43.765920000,-79.519680000,10-02-2012,17278,2030
1214, STEELES AVE W ,, FOUNDERS RD ,,10/19/1978,43.779270000,-79.504320000,05-13-2015,22202,233
1215, KEELE ST ,, ST REGIS CRES , PRIVATE ACCESS ,09/16/1976,43.754490000,-79.488750000,02-23-2016,15665,1382
1216, SHEPPARD AVE W ,, TUSCAN GT , PRIVATE ACCESS ,08/09/1976,43.752860000,-79.482740000,03-25-2014,15542,47
1217, WARDEN AVE ,, BRIDLETOWNE CRCL ,,05/21/1980,43.792200000,-79.313860000,02-13-2012,16559,399
1218, FINCH AVE E ,, BRIDLETOWNE CRCL ,,08/31/1978,43.797550000,-79.312320000,12-06-2016,17950,717
1219, PORT UNION RD ,, ISLAND RD , PORT UNION N 401 C E RAMP ,11/15/1972,43.795869015,-79.143703960,04-11-2013,16226,35
1220, SHEPPARD AVE E ,, MEADOWVALE RD ,,02/08/1974,43.808410000,-79.170820000,10-25-2016,13970,977
1221, FINCH AVE W ,, VIRGILWOOD DR , PRIVATE ACCESS ,11/25/1977,43.772890000,-79.448220000,11-29-2016,16149,1352
1222, NEILSON RD ,, SHEPPARD AVE E ,,12/13/1979,43.798160000,-79.217650000,01-27-2018,20370,573
1223, FINCH AVE W ,, PEARLDALE AVE , ARDWICK BLVD ,07/26/1977,43.747790000,-79.562380000,11-29-2010,20464,964
1224, FINCH AVE W ,, JOHN GARLAND BLVD , SILVERSTONE DR ,11/08/1978,43.736050000,-79.594910000,07-22-2010,13898,1047
1225, KING ST W ,, PORTLAND ST ,,09/25/1984,43.644470000,-79.400080000,05-17-2017,9793,14142
1226, WESTON RD ,, ORMONT DR ,,12/05/1978,43.764857800,-79.545346000,04-16-2012,11106,372
1227, WESTON RD ,, STARVIEW LANE , PRIVATE ACCESS ,12/21/1978,43.726360000,-79.535590000,04-21-2011,19958,562
1228, FAIRVIEW MALL DR ,, GODSTONE RD , PRIVATE ACCESS ,08/18/1976,43.779650000,-79.345730000,03-31-2010,8962,1980
1229, STEELES AVE W ,, TORRESDALE AVE , THURMAN RD ,09/20/1978,43.790840000,-79.453230000,05-08-2012,22189,407
1230, STEELES AVE W ,, HIDDEN TRL , CONLEY ST ,12/21/1979,43.788700000,-79.463260000,05-13-2015,23916,600
1231, STEELES AVE W ,, ALNESS ST ,,07/23/1976,43.784720000,-79.481040000,11-15-2014,17170,159
1232, STEELES AVE W ,, SIGNET DR , WESTON RD ,03/05/1976,43.770970000,-79.543430000,05-13-2015,19719,736
1233, LESLIE ST , 30m NORTH OF , RAVEL RD ,,10/30/1975,43.791820000,-79.368430000,12-17-2013,10557,166
1234, DUFFERIN ST ,, OVERBROOK PL , STEEPROCK DR ,12/08/1973,43.761070000,-79.465160000,06-18-2012,27132,411
1235, SIGNET DR ,, FENMAR DR ,,05/24/1979,43.758478000,-79.538961800,03-31-2016,9875,57
1236, WILSON AVE ,, GARRATT BLVD , NORTHGATE DR ,09/14/1978,43.730380000,-79.468100000,03-08-2016,16482,820
1237, WILSON AVE ,, TRANSIT RD , BILLY BISHOP WAY ,12/16/1976,43.733400000,-79.452810000,04-09-2016,22487,761
1238, BLOOR ST W ,, PALMERSTON AVE , PALMERSTON BLVD ,10/31/1984,43.664630000,-79.413630000,01-10-2018,8424,4560
1239, MARKHAM RD ,, MCLEVIN AVE , NUGGET AVE ,03/29/1978,43.798540000,-79.241040000,04-02-2014,25209,631
1240, PHARMACY AVE ,, HUNTINGDALE BLVD , CHESTER LE BLVD ,05/15/1979,43.796360000,-79.327160000,02-08-2018,13279,806
1241, PHARMACY AVE ,, MCNICOLL AVE ,,05/10/1979,43.804140000,-79.330720000,02-03-2018,17399,193
1242, MIDLAND AVE ,, PITFIELD RD ,,02/05/1980,43.780620000,-79.276120000,07-24-2013,13358,169
1243, MCCOWAN RD ,, HUNTINGWOOD DR , MIDDLEFIELD RD ,05/26/1976,43.798691000,-79.262554000,05-02-2015,22286,143
1244, MCCOWAN RD ,, NUGGET AVE , PRIVATE ACCESS ,03/29/1978,43.792057492,-79.259832948,02-13-2014,25052,496
1245, SHEPPARD AVE E ,, WILFRED AVE ,,11/12/1979,43.765110000,-79.394700000,03-19-2014,20617,329
1246, HIGHWAY 27 ,, QUEENS PLATE DR ,,10/09/1984,43.722770000,-79.598130000,10-07-2014,22584,713
1247, SHEPPARD AVE W ,, OAKDALE RD ,,08/11/1978,43.736980000,-79.523760000,10-11-2012,18468,366
1248, SHEPPARD AVE W ,, MIN AVE , YATESCASTLE DR ,05/18/1979,43.740350000,-79.506880000,03-10-2014,12300,338
1249, SHEPPARD AVE E ,, SETTLERS RD ,,05/29/1979,43.774700000,-79.326690000,06-04-2014,19805,1215
1250, DIXON RD ,, 427 N DIXON RAMP , PRIVATE ACCESS ,10/11/1977,43.686503332,-79.599612257,12-05-2016,16895,102
1251, VICTORIA PARK AVE ,, CLYDESDALE DR ,,09/26/1976,43.783885000,-79.327060000,10-10-2013,15182,284
1252, VICTORIA PARK AVE ,, GORDON BAKER RD ,,06/07/1979,43.810680000,-79.339190000,10-27-2010,15742,237
1253, FINCH AVE W ,, CHESSWOOD DR , PRIVATE ACCESS ,11/22/1977,43.766500000,-79.477520000,07-29-2013,18266,201
1254, KIPLING AVE ,, MOUNT OLIVE DR , PANORAMA CRT ,06/27/1978,43.746820000,-79.583750000,12-02-2014,11375,2165
1255, KEELE ST ,, WHITBURN CRES ,,04/05/1977,43.736950000,-79.484530000,03-08-2016,18559,370
1256, STEELES AVE W ,, KIPLING AVE ,,11/21/1979,43.759630000,-79.589900000,05-18-2015,22401,1133
1257, FINCH AVE E ,, MARKHAM RD ,,11/06/1973,43.813020000,-79.243080000,12-06-2016,33428,1015
1258, FINCH AVE E ,, TAPSCOTT RD ,,04/07/1980,43.814270000,-79.237130000,12-06-2016,16875,506
1259, YONGE ST ,, LORD SEATON W YONGE RAMP ,,10/05/1979,43.752633422,-79.408382899,05-27-2017,25567,54
1260, STEELES AVE E ,, MIDLAND AVE ,,01/11/1978,43.826010000,-79.297310000,05-23-2015,21533,1735
1261, STEELES AVE E ,, HWY 404 SB OFF RAMP ,,10/11/1978,43.812429614,-79.355316898,06-18-2012,36241,49
1262, STEELES AVE E ,, HWY 404 NB OFF RAMP , WOODBINE AVE ,10/13/1966,43.814000000,-79.348620000,03-23-2017,56432,626
1263, WARDEN AVE ,, BRIDLETOWNE CRCL ,,05/21/1980,43.801499443,-79.318739623,05-05-2015,16630,1286
1264, STEELES AVE E ,, SILVER STAR BLVD , OLD KENNEDY RD ,06/30/1975,43.825360000,-79.300070000,05-02-2015,26409,3283
1265, EASTERN AVE ,, KNOX AVE ,,05/04/1977,43.662540000,-79.325230000,04-26-2016,8061,250
1266, ADELAIDE ST W ,, DUNCAN ST ,,04/28/1977,43.648220000,-79.388660000,07-28-2010,9502,3714
1267, DANFORTH AVE ,, WESTLAKE AVE ,,02/10/1978,43.687470000,-79.305100000,05-07-2015,11931,1366
1268, BIRCHMOUNT RD ,, LAURA SECORD WALK ,,01/12/1977,43.755870000,-79.288230000,12-13-2016,16383,136
1269, BLOOR ST W ,, MANNING AVE ,,06/27/1979,43.664090000,-79.416030000,01-10-2018,8630,6120
1270, BLOOR ST W ,, HAVELOCK ST ,,06/28/1979,43.660505000,-79.432420900,04-10-2012,11442,1164
1271, DUFFERIN ST , 60m SOUTH OF , HUNTER AVE ,,01/12/1976,43.693910000,-79.449490000,04-12-2016,13213,112
1272, DUFFERIN ST ,, BRANDON AVE ,,03/30/1976,43.670460000,-79.439870000,04-12-2016,12661,586
1273, DUNDAS ST W ,, HURON ST ,,07/22/1976,43.653360000,-79.396120000,03-27-2013,7630,9393
1274, DUNDAS ST W ,, GRACE ST ,,10/02/1978,43.650730000,-79.413930000,03-21-2012,9436,1682
1275, DUNDAS ST W ,, SHAW ST ,,02/05/1978,43.649860000,-79.418270000,08-19-2014,9477,1839
1276, ALBION RD ,, WESTMORE DR ,,04/28/1981,43.743670000,-79.603920000,05-24-2016,14691,238
1277, PROGRESS AVE ,, BELLAMY RD N , CORPORATE DR ,06/05/1977,43.780210000,-79.243890000,03-21-2016,14928,163
1278, EGLINTON AVE W ,, LLOYD MANOR RD , WIDDICOMBE HILL BLVD ,01/23/1985,43.675660000,-79.557680000,12-09-2017,20137,554
1279, MIDLAND AVE ,, VERDUN AVE ,,03/07/1980,43.728910000,-79.255680000,06-01-2016,6306,467
1280, CONSUMERS RD , 90m SOUTH OF , YORKLAND BLVD , PRIVATE ACCESS ,05/21/1980,43.770510000,-79.330900000,04-21-2010,9725,580
1281, DANFORTH AVE ,, EAST LYNN AVE , WOODMOUNT AVE ,06/16/1980,43.685170000,-79.315250000,05-07-2015,10799,3094
1282, BRIMLEY RD ,, DORCOT AVE ,,04/05/1978,43.758980000,-79.257130000,12-15-2016,12594,156
1283, ST CLAIR AVE E ,, LINDEN AVE , PRIVATE ACCESS ,02/02/1978,43.717790000,-79.255750000,12-14-2016,10502,196
1284, LAWRENCE AVE E ,, HOWDEN RD , UNDERWRITERS RD ,01/08/1978,43.746860000,-79.287920000,07-21-2010,22092,928
1285, WARDEN AVE ,, FAIRFAX CRES , PRIVATE ACCESS ,11/30/1977,43.716200000,-79.282750000,06-24-2014,13550,1465
1286, WARDEN AVE ,, WAYNE AVE ,,07/21/1971,43.737890000,-79.291670000,11-26-2014,16237,195
1287, WARDEN AVE ,, MCNICOLL AVE ,,07/15/1980,43.806370000,-79.320950000,05-05-2015,24583,817
1288, LAWRENCE AVE E ,, MOSSBANK DR ,,11/15/1977,43.762880000,-79.211030000,12-15-2010,13750,838
1289, STEELES AVE W ,, WESTON RD ,,08/07/1980,43.770320000,-79.546590000,11-22-2014,18994,154
1290, YONGE ST ,, WOODLAWN AVE ,,10/16/1978,43.683980000,-79.392370000,10-28-2015,14101,1573
1291, YONGE ST ,, HEATH ST ,,11/10/1979,43.690086528,-79.394876808,05-06-2014,17192,9239
1292, YONGE ST ,, MERTON ST ,,06/07/1976,43.696140000,-79.396200000,04-14-2014,16106,707
1293, EGLINTON AVE E ,, BEACHELL ST , PRIVATE ACCESS ,06/12/1984,43.742530000,-79.222100000,03-22-2012,13379,1227
1294, PHARMACY AVE ,, DENTON AVE ,,06/29/1978,43.693942400,-79.284068400,06-15-2015,5109,833
1295, PHARMACY AVE ,, ASHTONBEE RD ,,07/28/1978,43.728550700,-79.298595500,03-12-2013,11794,799
1296, SHEPPARD AVE W ,, JOHN DRURY DR ,,08/14/1980,43.748300000,-79.482770000,02-20-2014,12836,315
1297, YORK MILLS RD ,, HARRISON RD ,,07/26/1977,43.749800000,-79.378740000,03-09-2016,13537,167
1298, YORK MILLS RD ,, SANDFIELD RD ,,01/09/1977,43.750554000,-79.374864000,03-09-2016,13444,456
1299, LESLIE ST , 67m SOUTH OF , DEXTER BLVD ,,08/15/1980,43.798980000,-79.370130000,05-01-2009,11869,555
1300, BURNHAMTHORPE RD ,, MILL RD ,,12/07/1971,43.639250000,-79.584320000,09-30-2014,22625,629
1301, CALEDONIA RD ,, GLENCAIRN AVE ,,02/11/1978,43.704670000,-79.464780000,02-24-2011,11131,592
1302, CALEDONIA RD ,, ORFUS RD ,,10/12/1976,43.717770000,-79.468140000,03-15-2011,9072,309
1303, COLLEGE ST ,, CRAWFORD ST ,,08/16/1979,43.655190000,-79.419010000,01-12-2017,8708,3172
1304, DAVENPORT RD ,, SYMINGTON AVE ,,06/07/1979,43.670740000,-79.453230000,04-23-2015,9648,898
1305, DUNDAS ST W ,, RONCESVALLES AVE ,,12/29/1975,43.653880000,-79.451810000,04-11-2015,8966,2818
1306, DUNDAS ST W ,, ROYALAVON CRES , MICHAEL POWER PL ,08/11/1977,43.645240000,-79.531970000,05-12-2016,12467,1145
1307, EGLINTON AVE W ,, WILLIAM R ALLEN RD N ,,09/18/1980,43.699020000,-79.435020000,10-29-2012,26378,1000
1308, EGLINTON AVE W ,, LASCELLES BLVD , PRIVATE ACCESS ,12/28/1979,43.705670000,-79.403730000,07-27-2010,14011,2345
1309, EGLINTON AVE W ,, EDEN VALLEY DR , RUSSELL RD ,12/09/1978,43.681110000,-79.532890000,07-04-2011,19243,639
1310, EVANS AVE ,, GAIR DR ,,12/16/1977,43.609940000,-79.552120000,03-06-2017,11843,251
1311, HARBORD ST ,, PALMERSTON BLVD ,,06/21/1976,43.661060000,-79.412160000,04-21-2011,8469,986
1312, ISLINGTON AVE ,, BIRMINGHAM ST ,,07/12/1979,43.603290000,-79.506290000,06-07-2014,6801,359
1313, ISLINGTON AVE ,, NEW TORONTO ST ,,04/12/1979,43.606770000,-79.506600000,04-29-2014,8332,118
1314, ISLINGTON AVE ,, JUDSON ST ,,04/12/1979,43.613750000,-79.508450000,04-29-2014,10698,89
1315, ISLINGTON AVE ,, POPLAR HEIGHTS DR , PRINCESS MARGARET BLVD ,06/09/1978,43.675670000,-79.537090000,04-24-2014,16131,106
1316, JANE ST ,, ARDAGH ST ,,11/07/1979,43.655760000,-79.487100000,08-17-2011,10251,629
1317, JANE ST ,, BALA AVE , EMMETT AVE ,03/01/1980,43.690150000,-79.500590000,08-24-2010,13368,847
1318, JANE ST ,, HARDING AVE ,,03/04/1979,43.699570000,-79.502870000,03-02-2011,15874,825
1319, KEELE ST ,, RUSTIC RD ,,02/08/1978,43.717870000,-79.480090000,04-07-2016,22227,316
1320, KING ST W ,, JOHN ST ,,11/29/1979,43.646620000,-79.389760000,05-17-2017,10325,25059
1321, KIPLING AVE ,, BLOOR ST W , KIPLING N DUNDAS W RAMP ,08/07/1976,43.641740498,-79.535558211,01-10-2013,19184,104
1322, KIPLING AVE ,, NEW TORONTO ST , PRIVATE ACCESS ,10/15/1976,43.603980000,-79.519330000,12-11-2013,10857,641
1323, KIPLING AVE ,, OLIVEWOOD RD ,,12/15/1976,43.635473167,-79.532937570,12-16-2014,19812,237
1324, LAKE SHORE BLVD W ,, FIFTH ST ,,07/12/1979,43.601310000,-79.503010000,11-12-2015,8224,1948
1325, LAKE SHORE BLVD W ,, ISLINGTON AVE , SEVENTH ST ,07/12/1979,43.600830000,-79.505250000,05-14-2016,16130,1950
1326, LAWRENCE AVE W ,, BRUCEWOOD CRES , GLENMOUNT AVE ,09/22/1977,43.718520000,-79.432950000,08-15-2011,17809,886
1327, NORTH QUEEN ST ,, SHORNCLIFFE RD ,,12/16/1977,43.622520000,-79.540600000,01-14-2010,11356,29
1328, OLD WESTON RD ,, TURNBERRY AVE ,,12/04/1978,43.678410000,-79.464810000,10-17-2013,9529,472
1329, QUEEN ST W ,, DUFFERIN ST ,,02/02/1978,43.642220000,-79.428630000,06-11-2016,14622,6472
1330, QUEEN ST W ,, DUNN AVE ,,02/14/1978,43.641070000,-79.434510000,08-25-2011,7262,2643
1331, QUEEN ST W ,, GLADSTONE AVE , SUDBURY ST ,11/08/1959,43.642520000,-79.427170000,04-26-2016,10496,1546
1332, QUEEN ST W ,, STRACHAN AVE ,,06/11/1979,43.645370000,-79.413190000,08-19-2009,9898,1979
1333, SHEPPARD AVE E ,, ARAGON AVE , BAY MILLS BLVD ,04/23/1981,43.779600000,-79.304390000,04-02-2014,15650,787
1334, ROYAL YORK RD ,, EVANS AVE ,,03/09/1976,43.621020000,-79.500340000,05-09-2016,11045,472
1335, SPADINA AVE ,, SULLIVAN ST ,,09/21/1977,43.650910000,-79.397230000,08-28-2012,9635,5444
1336, ST CLAIR AVE W ,, WELLS HILL AVE ,,01/19/1978,43.683700000,-79.415720000,09-15-2008,12266,2887
1337, THE EAST MALL ,, 427 X N CLOVERDALE RAMP ,,09/07/1976,43.634099308,-79.556824332,06-07-2016,11223,312
1338, THE QUEENSWAY ,, CANMOTOR AVE , LADY BANK RD ,10/30/1979,43.624360000,-79.511670000,02-18-2014,17507,300
1339, NEILSON RD ,, MCLEVIN AVE ,,11/27/1984,43.809190000,-79.221630000,01-27-2018,13328,1424
1340, THE WEST MALL ,, WEST MALL CRES , PRIVATE ACCESS ,07/18/1978,43.627180000,-79.558910000,11-28-2017,12497,583
1341, WESTON RD ,, WILBY CRES , WRIGHT AVE ,05/18/1978,43.698380000,-79.511300000,09-22-2009,10637,1083
1342, WILSON AVE , 200m EAST OF , DALLNER RD , PRIVATE ACCESS ,07/08/1979,43.720309989,-79.511599645,04-07-2016,15005,2108
1343, WYNFORD DR ,, GERVAIS DR ,,07/06/1977,43.723560000,-79.336490000,11-14-2011,10255,717
1344, LAKE SHORE BLVD W ,, BRITISH COLUMBIA RD ,,06-20-1979,43.631430000,-79.429410000,01-24-2018,27594,20
1345, LAKE SHORE BLVD W ,, NEWFOUNDLAND RD , ONTARIO PLACE BLVD ,05/17/1979,43.632436000,-79.410960000,12-14-2010,22009,120
1346, YORKDALE RD ,, YORKDALE 401 ALLEN N RAMP , PRIVATE ACCESS ,01/12/1978,43.725600000,-79.448560000,07-08-2017,10623,1642
1347, YORKDALE 401 ALLEN N RAMP ,, ALLEN X N 401 C E RAMP , PRIVATE ACCESS ,01/01/1967,43.725747370,-79.447450815,12-06-2007,9517,510
1348, BLACK CREEK DR ,, LAWRENCE AVE W ,,08/06/1981,43.704960000,-79.494110000,04-20-2016,35356,37
1349, RENFORTH DR ,, ERINGATE DR , ELMBROOK CRES ,01/16/1981,43.659930000,-79.583310000,09-19-2017,9539,1156
1350, DUNDAS ST W ,, AUKLAND RD ,,11/21/1980,43.638530000,-79.538000000,05-20-2015,23209,1458
1351, COLLEGE ST ,, ELIZABETH ST ,,10/17/1980,43.660510000,-79.387420000,01-17-2017,11252,11459
1352, PROGRESS AVE ,, CONSILIUM PL , GRANGEWAY AVE ,01/01/1983,43.776680000,-79.250520000,03-10-2016,12664,1042
1353, DON MILLS RD ,, MOATFIELD DR ,,11/27/1980,43.758660000,-79.347100000,06-17-2010,22021,255
1354, DIXON RD ,, GOLFWOOD HTS , PRIVATE ACCESS ,05/29/1980,43.698630000,-79.539840000,02-19-2013,12460,152
1355, COXWELL AVE ,, HANSON ST ,,02/12/1980,43.679840000,-79.322130000,05-05-2016,8094,1662
1356, MCCOWAN RD ,, BUSHBY DR , TOWN CENTRE CRT ,05/10/1984,43.774690000,-79.252300000,05-02-2015,22382,1082
1357, BIRCHMOUNT RD ,, ALLANFORD RD , SCARDEN AVE ,06/15/1983,43.774250000,-79.295040000,12-07-2016,14850,113
1358, GERRARD ST W ,, ELIZABETH ST ,,10/15/1980,43.658190000,-79.386400000,01-18-2017,9443,7916
1359, KIPLING AVE ,, WIDDICOMBE HILL , WIDDICOMBE HILL BLVD ,10/12/1980,43.678950000,-79.551700000,12-03-2014,10353,270
1360, DAWES RD ,, CRESCENT TOWN RD ,,11/25/1980,43.696550000,-79.297300000,01-06-2010,7911,87
1361, NEILSON RD ,, 401 C W NEILSON RD RAMP , NEILSON RD S 401 C W RAMP ,11/21/1980,43.795031114,-79.216561709,12-12-2017,16571,12
1362, NEILSON RD ,, 401 C E NEILSON RD RAMP , NEILSON RD 401 C E RAMP ,11/21/1980,43.792910000,-79.215160000,01-25-2018,16203,12
1363, STEELES AVE E ,, BIRCHMOUNT RD ,,09/09/1980,43.821420000,-79.316930000,05-23-2015,27991,574
1364, STEELES AVE E ,, BLUFFWOOD DR , FAIRWAY HEIGHTS DR ,02/10/1980,43.807730000,-79.376090000,04-20-2010,20504,106
1366, MOUNT PLEASANT RD ,, BELSIZE DR ,,08/08/1980,43.702490000,-79.387780000,10-15-2012,18740,1708
1367, DUNDAS ST W ,, WINDERMERE AVE ,,10/18/1977,43.665650000,-79.485920000,05-04-2016,12360,630
1368, ALBION RD ,, CARRIER DR ,,11/27/1980,43.745520000,-79.614280000,05-24-2016,13913,163
1369, ALBION RD ,, HUMBERLINE DR , PRIVATE ACCESS ,11/27/1980,43.746890000,-79.622010000,05-24-2016,14947,204
1370, ROYAL YORK RD , 45m NORTH OF , STRATH HUMBER CRT , PRIVATE ACCESS ,09/27/1977,43.661820000,-79.517770000,06-04-2015,13594,413
1371, WILSON AVE ,, JETHRO RD ,,08/01/1981,43.718780000,-79.518420000,04-07-2016,16976,141
1372, MCCOWAN RD ,, SANDHURST CRCL ,,05/17/1984,43.811645000,-79.269196000,05-04-2015,15557,1466
1373, KINGSTON RD ,, POPLAR RD , PRIVATE ACCESS ,07/25/1984,43.766020000,-79.191100000,10-22-2014,20850,731
1374, PROGRESS AVE ,, BOROUGH DR ,,10/25/1984,43.776593625,-79.254418095,03-10-2016,12214,123
1375, YONGE ST ,, SOUDAN AVE , BERWICK AVE ,10/09/1976,43.704260000,-79.397840000,08-05-2011,16322,6264
1376, SPADINA RD ,, HEATH ST W ,,01/14/1981,43.686790000,-79.412030000,03-18-2008,10258,326
1377, WARDEN AVE ,, ASHTONBEE RD ,,06/12/1976,43.730720000,-79.288760000,05-06-2015,23270,983
1378, EGLINTON AVE E ,, DUNFIELD AVE , PRIVATE ACCESS ,01/29/1981,43.707380000,-79.395480000,06-25-2012,11926,5782
1379, BAYVIEW AVE ,, POTTERY RD ,,11/05/1977,43.687980000,-79.363590000,05-10-2012,19794,7
1380, FINCH AVE E ,, SANDHURST CRCL ,,02/02/1983,43.808870000,-79.262760000,06-08-2015,12405,332
1381, YONGE ST ,, ATHABASKA AVE , PRIVATE ACCESS ,10/18/1984,43.795490000,-79.419410000,05-07-2014,23927,1562
1382, NEILSON RD ,, SEWELLS RD , TAPSCOTT RD ,12/06/1984,43.806570000,-79.218650000,01-27-2018,14777,986
1383, STEELES AVE W ,, PETROLIA RD , TANDEM RD ,05/31/1984,43.782600000,-79.490120000,05-13-2015,27549,484
1384, YORK MILLS RD , 60m EAST OF , SANDOVER DR ,,11/09/1979,43.759730000,-79.331960000,03-09-2016,14623,335
1385, PROGRESS AVE ,, CORPORATE DR , PRIVATE ACCESS ,10/25/1984,43.778590000,-79.255490000,03-09-2016,14428,294
1386, EGLINTON AVE E ,, CREDIT UNION DR , SWIFT DR ,12/11/1981,43.726150000,-79.318280000,03-01-2012,32617,431
1387, KINGSTON RD ,, 401 C W KINGSTON RD RAMP ,,05/02/1981,43.800054384,-79.144577233,01-23-2018,16170,78
1388, QUEEN ST E ,, KINGSTON RD , EASTERN AVE ,10/02/1981,43.667270000,-79.312570000,04-22-2017,14502,2736
1389, DON MILLS RD ,, GATEWAY BLVD , PRIVATE ACCESS ,06/14/1978,43.714390000,-79.336420000,02-22-2010,19553,998
1390, GERRARD ST E ,, SUMACH ST ,,02/19/1980,43.663180000,-79.361480000,07-11-2011,9183,1071
1391, SHERBOURNE ST ,, ISABELLA ST ,,08/21/1979,43.669650000,-79.375800000,08-29-2012,8911,2450
1392, LOWER JARVIS ST ,, THE ESPLANADE ,,06/18/1980,43.648260000,-79.370900000,06-27-2017,12239,5396
1393, QUEEN ST E ,, GREENWOOD AVE ,,04/15/1981,43.664400000,-79.325280000,11-03-2009,9716,1812
1394, MORNINGSIDE AVE , 95m NORTH OF , BEATH ST ,,12/31/1980,43.775590000,-79.189010000,03-02-2016,10698,396
1395, PARK LAWN RD ,, BERRY RD ,,06/08/1981,43.636190000,-79.493430000,04-21-2011,6703,529
1396, KENNEDY RD ,, PASSMORE AVE , PURCELL SQ ,12/08/1981,43.818461000,-79.304727000,05-23-2015,20817,496
1397, MARKHAM RD ,, EASTPARK BLVD , STEVENWOOD RD ,08/13/1981,43.755680000,-79.224030000,04-08-2014,14177,493
